Longitude,Latitude,Lat,long,Adres,City,Type Lader,
4.48163E+14,5.19192E+14,51.9192276,4.481627464,Bulgersteyn 7349 Rotterdam,Rotterdam,Stopcontact NewMotion 01000544 mennekes,"51.9192276000977,4.48162746429443"
4.48163E+14,5.19192E+14,51.9192009,4.481629848,Bulgersteyn 5 Rotterdam,Rotterdam,Stopcontact NewMotion 01000542 mennekes,"51.9192008972167,4.48162984848022"
448163,5191195,51.91195,4.48163,Zalmstraat 1 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1317047 mennekes,"51.91195,4.48163"
448163,5191195,51.91195,4.48163,Zalmstraat 1 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1317047 mennekes,"51.91195,4.48163"
448193,5193144,51.93144,4.48193,Tollensstraat 41 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247090 mennekes,"51.93144,4.48193"
448193,5193144,51.93144,4.48193,Tollensstraat 41 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247090 mennekes,"51.93144,4.48193"
448287,5189907,51.89907,4.48287,Wodanstraat 1121 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309129 mennekes,"51.89907,4.48287"
448287,5189907,51.89907,4.48287,Wodanstraat 1121 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309129 mennekes,"51.89907,4.48287"
4483082,51923044,51.923044,4.483082,Lombardkade 86d Rotterdam,Rotterdam,Krachtstroom E-laad REE012 mennekes,"51.923044,4.483082"
448329,5192291,51.92291,4.48329,Delftsevaart 24 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247082 mennekes,"51.92291,4.48329"
448329,5192291,51.92291,4.48329,Delftsevaart 24 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247082 mennekes,"51.92291,4.48329"
44835,5191955,51.91955,4.4835,Blaak 333 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1317002 mennekes,"51.91955,4.4835"
44835,5191955,51.91955,4.4835,Blaak 333 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1317002 mennekes,"51.91955,4.4835"
4.48481E+13,5.19047E+13,51.90469509,4.484809041,Wilhelminakade 981 Rotterdam,Rotterdam,Krachtstroom Parkeergarage P1 World Port Center mennekes,"51.904695090349,4.4848090410233"
448486,519204,51.9204,4.48486,Zijl 7 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247003 mennekes,"51.9204,4.48486"
448486,519204,51.9204,4.48486,Zijl 7 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247003 mennekes,"51.9204,4.48486"
448592,5191408,51.91408,4.48592,Terwenakker 18 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228037 mennekes,"51.91408,4.48592"
448592,5191408,51.91408,4.48592,Terwenakker 18 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228037 mennekes,"51.91408,4.48592"
448592,5191408,51.91408,4.48592,Terwenakker 18 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228037 mennekes,"51.91408,4.48592"
448592,5191408,51.91408,4.48592,Terwenakker 18 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228037 mennekes,"51.91408,4.48592"
448592,5191408,51.91408,4.48592,Terwenakker 18 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228037 mennekes,"51.91408,4.48592"
448592,5191408,51.91408,4.48592,Terwenakker 18 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228037 mennekes,"51.91408,4.48592"
44863,5194428,51.94428,4.4863,Bergse Rechter Rottekade 13 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309024 mennekes,"51.94428,4.4863"
44863,5194428,51.94428,4.4863,Bergse Rechter Rottekade 13 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309024 mennekes,"51.94428,4.4863"
448684,5188397,51.88397,4.48684,Zuiderparkplein 20 Rotterdam,Rotterdam,Stopcontact EV-Box EVB-P1316008 mennekes,"51.88397,4.48684"
448693,5188401,51.88401,4.48693,Zuiderparkplein 20 Rotterdam,Rotterdam,Stopcontact EV-Box EVB-P1321010 mennekes,"51.88401,4.48693"
448693,5188401,51.88401,4.48693,Zuiderparkplein 20 Rotterdam,Rotterdam,Stopcontact EV-Box EVB-P1321010 mennekes,"51.88401,4.48693"
4487223,51922661,51.922661,4.487223,Botersloot 141 Rotterdam,Rotterdam,Krachtstroom E-laad AL758 mennekes,"51.922661,4.487223"
4.48823E+14,5.19063E+14,51.90634918,4.488231182,Wilhelminakade 54 Rotterdam,Rotterdam,Stopcontact NewMotion 02001637 mennekes,"51.9063491821289,4.48823118209839"
4.48823E+14,5.19063E+14,51.90634918,4.488231182,Wilhelminakade 54 Rotterdam,Rotterdam,Stopcontact NewMotion 01000319 mennekes,"51.9063491821289,4.48823118209839"
4.48823E+14,5.19063E+14,51.90634918,4.488231182,Holland Amerikakade 900 Rotterdam,Rotterdam,Stopcontact NewMotion 02001619 mennekes,"51.9063491821289,4.48823118209839"
4.48823E+14,5.19063E+14,51.90634918,4.488231182,Wilhelminakade 54 Rotterdam,Rotterdam,Stopcontact NewMotion 02001633 mennekes,"51.9063491821289,4.48823118209839"
449017,5188309,51.88309,4.49017,Zuiderparkplein 40 Rotterdam,Rotterdam,Stopcontact EV-Box EVB-P1228064 mennekes,"51.88309,4.49017"
449017,5188309,51.88309,4.49017,Zuiderparkplein 40 Rotterdam,Rotterdam,Stopcontact EV-Box EVB-P1228064 mennekes,"51.88309,4.49017"
449017,5188309,51.88309,4.49017,Zuiderparkplein 40 Rotterdam,Rotterdam,Stopcontact EV-Box EVB-P1228064 mennekes,"51.88309,4.49017"
449018,5191108,51.91108,4.49018,Prins Hendriklaan 9 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247083 mennekes,"51.91108,4.49018"
449018,5191108,51.91108,4.49018,Prins Hendriklaan 9 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247083 mennekes,"51.91108,4.49018"
4490613,51922441,51.922441,4.490613,Mariniershof 10 Rotterdam,Rotterdam,Krachtstroom E-laad AL716 mennekes,"51.922441,4.490613"
449097,5196527,51.96527,4.49097,Athenastraat 9 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247013 mennekes,"51.96527,4.49097"
449097,5196527,51.96527,4.49097,Athenastraat 9 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247013 mennekes,"51.96527,4.49097"
449142,5196312,51.96312,4.49142,Apollostraat 139 Rotterdam,Rotterdam,Stopcontact C. van der Welle schuko,"51.96312,4.49142"
4.49145E+14,5.18867E+14,51.88669968,4.491449833,Twentestraat 26 Rotterdam,Rotterdam,Stopcontact NewMotion 01000553 mennekes,"51.8866996765137,4.49144983291625"
4.49145E+14,5.18867E+14,51.88669968,4.491449833,Twentestraat 26 Rotterdam,Rotterdam,Stopcontact NewMotion 01000593 mennekes,"51.8866996765137,4.49144983291625"
4.49153E+13,5.18871E+13,51.88713922,4.491528866,Twentestraat 10 Rotterdam,Rotterdam,Krachtstroom Q-Park Zuidplein mennekes,"51.887139224694,4.4915288662704"
449218,5195617,51.95617,4.49218,Hilleniussingel 9 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250127 mennekes,"51.95617,4.49218"
449218,5195617,51.95617,4.49218,Hilleniussingel 9 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250127 mennekes,"51.95617,4.49218"
4.49355E+14,5.18853E+14,51.88529968,4.493549824,Casimirstraat 1-6 Rotterdam,Rotterdam,Stopcontact NewMotion 01000549 mennekes,"51.8852996826172,4.49354982376099"
4.49355E+14,5.18853E+14,51.88529968,4.493549824,Casimirstraat 1-6 Rotterdam,Rotterdam,Stopcontact NewMotion 01000558 mennekes,"51.8852996826172,4.49354982376099"
449395,5191433,51.91433,4.49395,Maaskade 89 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1306041 mennekes,"51.91433,4.49395"
449395,5191433,51.91433,4.49395,Maaskade 89 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1306041 mennekes,"51.91433,4.49395"
449453,518752,51.8752,4.49453,Langenhorst 241 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250024 mennekes,"51.8752,4.49453"
449453,518752,51.8752,4.49453,Langenhorst 241 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250024 mennekes,"51.8752,4.49453"
449479,5192403,51.92403,4.49479,Herman Robbersstraat  Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250021 mennekes,"51.92403,4.49479"
449479,5192403,51.92403,4.49479,Herman Robbersstraat  Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250021 mennekes,"51.92403,4.49479"
449526,5191927,51.91927,4.49526,Haringvliet 90 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309028 mennekes,"51.91927,4.49526"
449526,5191927,51.91927,4.49526,Haringvliet 90 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309028 mennekes,"51.91927,4.49526"
4496833,51922371,51.922371,4.496833,Burgemeester van Walsumweg 2 Rotterdam,Rotterdam,Stopcontact Mega Bike Megastore schuko,"51.922371,4.496833"
449731,5192129,51.92129,4.49731,Haringvliet 25 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309023 mennekes,"51.92129,4.49731"
449731,5192129,51.92129,4.49731,Haringvliet 25 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309023 mennekes,"51.92129,4.49731"
449896,51960954,51.960954,4.49896,Breitnersingel 1 Rotterdam,Rotterdam,Krachtstroom E-laad REE070 mennekes,"51.960954,4.49896"
4499062,51900435,51.900435,4.499062,Paul Krugerstraat 113b Rotterdam,Rotterdam,Krachtstroom E-laad REE062 mennekes,"51.900435,4.499062"
449997,5196211,51.96211,4.49997,Molenlaan 61 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309007 mennekes,"51.96211,4.49997"
449997,5196211,51.96211,4.49997,Molenlaan 61 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309007 mennekes,"51.96211,4.49997"
450022,519598,51.9598,4.50022,Breitnersingel 25 Rotterdam,Rotterdam,Stopcontact EV-Box EVB-P1317050 mennekes,"51.9598,4.50022"
4500666,51915578,51.915578,4.500666,Prins Hendrikkade 10 Rotterdam,Rotterdam,Krachtstroom E-laad REE033 mennekes,"51.915578,4.500666"
450205,5195766,51.95766,4.50205,Burgemeester Le Fèvre de Montignyplein 4 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1306023 mennekes,"51.95766,4.50205"
450205,5195766,51.95766,4.50205,Burgemeester Le Fèvre de Montignyplein 4 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1306023 mennekes,"51.95766,4.50205"
450229,5192541,51.92541,4.50229,Vredenoordlaan 44 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309015 mennekes,"51.92541,4.50229"
450229,5192541,51.92541,4.50229,Vredenoordlaan 44 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309015 mennekes,"51.92541,4.50229"
4.50295E+14,5.19217E+14,51.9217106,4.502954577,Admiraliteitskade 62 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1243123 mennekes,"51.9217105975453,4.50295457672121"
4.50295E+14,5.19217E+14,51.9217106,4.502954577,Admiraliteitskade 62 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1243123 mennekes,"51.9217105975453,4.50295457672121"
4.50295E+14,5.19217E+14,51.9217106,4.502954577,Admiraliteitskade 62 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1243123 mennekes,"51.9217105975453,4.50295457672121"
4.50295E+14,5.19217E+14,51.9217106,4.502954577,Admiraliteitskade 62 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1243123 mennekes,"51.9217105975453,4.50295457672121"
450398,5192217,51.92217,4.50398,Oostzeedijk Beneden 161 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250126 mennekes,"51.92217,4.50398"
450398,5192217,51.92217,4.50398,Oostzeedijk Beneden 161 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250126 mennekes,"51.92217,4.50398"
4504407,51881886,51.881886,4.504407,Dordtsestraatweg 641 Rotterdam,Rotterdam,Stopcontact Ronald Berkenpeis Tweewielers schuko,"51.881886,4.504407"
450587,5192992,51.92992,4.50587,Jericholaan 70- Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250094 mennekes,"51.92992,4.50587"
450587,5192992,51.92992,4.50587,Jericholaan 70- Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250094 mennekes,"51.92992,4.50587"
4.5074E+14,5.19308E+14,51.93084717,4.507400036,2e Jerichostraat 13 Rotterdam,Rotterdam,Stopcontact NewMotion 02003928 mennekes,"51.9308471679688,4.50740003585815"
4510043,51926841,51.926841,4.510043,Willem Ruyslaan 5b Rotterdam,Rotterdam,Krachtstroom Essent EM-NL-00000599-02-00001 mennekes,"51.926841,4.510043"
4510043,51926841,51.926841,4.510043,Willem Ruyslaan 5b Rotterdam,Rotterdam,Krachtstroom Essent EM-NL-00000599-02-00001 mennekes,"51.926841,4.510043"
4510556,51920903,51.920903,4.510556,Voorschoterlaan 186 Rotterdam,Rotterdam,Krachtstroom E-laad REE083 mennekes,"51.920903,4.510556"
451284,5192012,51.92012,4.51284,Oostzeedijk 32 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250093 mennekes,"51.92012,4.51284"
451284,5192012,51.92012,4.51284,Oostzeedijk 32 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250093 mennekes,"51.92012,4.51284"
4512897,51948588,51.948588,4.512897,Meerum Terwogtlaan 253 Rotterdam,Rotterdam,Krachtstroom E-laad REE096 mennekes,"51.948588,4.512897"
451313,5192392,51.92392,4.51313,Lusthofstraat 30 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309120 mennekes,"51.92392,4.51313"
451313,5192392,51.92392,4.51313,Lusthofstraat 30 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309120 mennekes,"51.92392,4.51313"
451334,51924954,51.924954,4.51334,Voorschoterlaan 15 Rotterdam,Rotterdam,Krachtstroom E-laad AL663 mennekes,"51.924954,4.51334"
4513409,51924923,51.924923,4.513409,Voorschoterlaan 8 Rotterdam,Rotterdam,Krachtstroom E-laad AL666 mennekes,"51.924923,4.513409"
451371,5192167,51.92167,4.51371,Hoflaan 7173 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309119 mennekes,"51.92167,4.51371"
451371,5192167,51.92167,4.51371,Hoflaan 7173 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309119 mennekes,"51.92167,4.51371"
451756,5192787,51.92787,4.51756,Kralingse Plaslaan 1 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250003 mennekes,"51.92787,4.51756"
451756,5192787,51.92787,4.51756,Kralingse Plaslaan 1 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1250003 mennekes,"51.92787,4.51756"
452072,5190724,51.90724,4.52072,Buitenbassinweg 675 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309014 mennekes,"51.90724,4.52072"
452072,5190724,51.90724,4.52072,Buitenbassinweg 675 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309014 mennekes,"51.90724,4.52072"
4524842,51874828,51.874828,4.524842,Dantestraat 470 Rotterdam,Rotterdam,Stopcontact Jim Pierot schuko,"51.874828,4.524842"
4524922157,51882888365,51.88288837,4.524922157,Aristotelesstraat 34 Rotterdam,Rotterdam,Krachtstroom E-laad AL706 mennekes,"51.882888365,4.524922157"
452541,5189361,51.89361,4.52541,Van Zandvlietplein 3 Rotterdam,Rotterdam,Krachtstroom NRGSPOT Feyenoord mennekes,"51.89361,4.52541"
452568,5191815,51.91815,4.52568,Burgemeester Oudlaan 50 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228052 mennekes,"51.91815,4.52568"
452568,5191815,51.91815,4.52568,Burgemeester Oudlaan 50 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228053 mennekes,"51.91815,4.52568"
452568,5191815,51.91815,4.52568,Burgemeester Oudlaan 50 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228053 mennekes,"51.91815,4.52568"
452568,5191815,51.91815,4.52568,Burgemeester Oudlaan 50 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228053 mennekes,"51.91815,4.52568"
452568,5191815,51.91815,4.52568,Burgemeester Oudlaan 50 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1228053 mennekes,"51.91815,4.52568"
453296,5187315,51.87315,4.53296,Ridderkerkstraat 27 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247011 mennekes,"51.87315,4.53296"
453296,5187315,51.87315,4.53296,Ridderkerkstraat 27 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247011 mennekes,"51.87315,4.53296"
453429,5187056,51.87056,4.53429,Kinderdijkstraat 49 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247073 mennekes,"51.87056,4.53429"
453429,5187056,51.87056,4.53429,Kinderdijkstraat 49 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247073 mennekes,"51.87056,4.53429"
453454,5187449,51.87449,4.53454,Bolnesstraat 16 Rotterdam,Rotterdam,Stopcontact EV-Box EVB-P1239055 mennekes,"51.87449,4.53454"
453626,5192815,51.92815,4.53626,Kralingseweg 224 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309025 mennekes,"51.92815,4.53626"
453626,5192815,51.92815,4.53626,Kralingseweg 224 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309025 mennekes,"51.92815,4.53626"
45379,519162,51.9162,4.5379,Fascinatio Boulevard 350 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1313018 mennekes,"51.9162,4.5379"
45379,519162,51.9162,4.5379,Fascinatio Boulevard 350 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1313018 mennekes,"51.9162,4.5379"
45379,519162,51.9162,4.5379,Fascinatio Boulevard 350 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1313018 mennekes,"51.9162,4.5379"
45379,519162,51.9162,4.5379,Fascinatio Boulevard 350 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1313018 mennekes,"51.9162,4.5379"
45379,519162,51.9162,4.5379,Fascinatio Boulevard 350 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1313018 mennekes,"51.9162,4.5379"
45379,519162,51.9162,4.5379,Fascinatio Boulevard 350 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1313018 mennekes,"51.9162,4.5379"
4539119,5188065,51.88065,4.539119,Hordijk 22 Rotterdam,Rotterdam,Stopcontact Kleingeld Tweewielers schuko,"51.88065,4.539119"
4539821492,51945248495,51.9452485,4.539821492,Jacob van Akenstraat 2 Rotterdam,Rotterdam,Krachtstroom E-laad REE244 mennekes,"51.945248495,4.539821492"
454124,5189391,51.89391,4.54124,Lampsinsstraat 19 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1305094 mennekes,"51.89391,4.54124"
454124,5189391,51.89391,4.54124,Lampsinsstraat 19 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1305094 mennekes,"51.89391,4.54124"
454275,5193658,51.93658,4.54275,Hermine Moquettestraat 40 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309123 mennekes,"51.93658,4.54275"
454275,5193658,51.93658,4.54275,Hermine Moquettestraat 40 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309123 mennekes,"51.93658,4.54275"
454275,5193658,51.93658,4.54275,Hermine Moquettestraat 40 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309123 mennekes,"51.93658,4.54275"
454307,5194825,51.94825,4.54307,Metaalstraat 5 Rotterdam,Rotterdam,Snellader NewMotion NL-TNM-FC09 chademo,"51.94825,4.54307"
454369,519344,51.9344,4.54369,Marie van Eijsden-Vinkstraat 82 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247014 mennekes,"51.9344,4.54369"
454369,519344,51.9344,4.54369,Marie van Eijsden-Vinkstraat 82 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247014 mennekes,"51.9344,4.54369"
454451,5195937,51.95937,4.54451,Marshallweg 45 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309117 mennekes,"51.95937,4.54451"
454451,5195937,51.95937,4.54451,Marshallweg 45 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309117 mennekes,"51.95937,4.54451"
454867,5188689,51.88689,4.54867,Herenwaard 23 Rotterdam,Rotterdam,Stopcontact NRGSPOT IJsselmonde schuko,"51.88689,4.54867"
454868,5194689,51.94689,4.54868,Wormserstraat 12 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1305039 mennekes,"51.94689,4.54868"
454868,5194689,51.94689,4.54868,Wormserstraat 12 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1305039 mennekes,"51.94689,4.54868"
455135,5197011,51.97011,4.55135,Elsbes 4 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247016 mennekes,"51.97011,4.55135"
455135,5197011,51.97011,4.55135,Elsbes 4 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247016 mennekes,"51.97011,4.55135"
4551597,51963192,51.963192,4.551597,Pearl Buckplaats 27 Rotterdam,Rotterdam,Stopcontact Profile Roerade schuko,"51.963192,4.551597"
455282,5196331,51.96331,4.55282,Pearl Buckplaats 21 Rotterdam,Rotterdam,Stopcontact EV-Box EVB-P1247097 mennekes,"51.96331,4.55282"
455386,5194995,51.94995,4.55386,Pegasusweg 130 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1306024 mennekes,"51.94995,4.55386"
455386,5194995,51.94995,4.55386,Pegasusweg 130 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1306024 mennekes,"51.94995,4.55386"
4555820272,51964176753,51.96417675,4.555820272,Mosweg 63 Rotterdam,Rotterdam,Krachtstroom E-laad REE243 mennekes,"51.964176753,4.555820272"
4555925,51881828,51.881828,4.555925,Brittenoord 63 Rotterdam,Rotterdam,Krachtstroom E-laad AL699 mennekes,"51.881828,4.555925"
4555934,519468,51.9468,4.555934,Kreeftstraat 4 Rotterdam,Rotterdam,Stopcontact Van Dijk Tweewielers schuko,"51.9468,4.555934"
4558208371,51903129088,51.90312909,4.558208371,Regenboogkade 45 Rotterdam,Rotterdam,Krachtstroom E-laad AL807 mennekes,"51.903129088,4.558208371"
4559481,51929977,51.929977,4.559481,Jacques Dutilhweg 201 Rotterdam,Rotterdam,Stopcontact Biketotaal Boom Tweewielers schuko,"51.929977,4.559481"
456013,5192964,51.92964,4.56013,Pieter Klapwijkstraat 19 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309018 mennekes,"51.92964,4.56013"
456013,5192964,51.92964,4.56013,Pieter Klapwijkstraat 19 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309018 mennekes,"51.92964,4.56013"
456013,5192964,51.92964,4.56013,Pieter Klapwijkstraat 19 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309018 mennekes,"51.92964,4.56013"
456013,5192964,51.92964,4.56013,Pieter Klapwijkstraat 19 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309018 mennekes,"51.92964,4.56013"
4.56044E+13,5.19512E+13,51.95124414,4.560436018,Watermanweg 231 Rotterdam,Rotterdam,Krachtstroom Q-Park Alexandrium Woonmall mennekes,"51.951244141167,4.5604360176521"
4.56131E+14,519514974,51.9514974,4.5613131,Watermanweg 45 Rotterdam,Rotterdam,Stopcontact NewMotion 01000560 mennekes,"51.9514974,4.56131310000001"
4.56131E+14,519514974,51.9514974,4.5613131,Watermanweg 45 Rotterdam,Rotterdam,Stopcontact NewMotion 01000559 mennekes,"51.9514974,4.56131310000001"
456138,5192743,51.92743,4.56138,Jan van Tilburgstraat  Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247002 mennekes,"51.92743,4.56138"
456138,5192743,51.92743,4.56138,Jan van Tilburgstraat  Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247002 mennekes,"51.92743,4.56138"
45624,5196412,51.96412,4.5624,Zevenkampse Ring 728 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309115 mennekes,"51.96412,4.5624"
45624,5196412,51.96412,4.5624,Zevenkampse Ring 728 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309115 mennekes,"51.96412,4.5624"
45627,5192679,51.92679,4.5627,François Nivardstraat 18 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1306049 mennekes,"51.92679,4.5627"
456846,5196653,51.96653,4.56846,Arthur van Schendeldreef 177 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247015 mennekes,"51.96653,4.56846"
456846,5196653,51.96653,4.56846,Arthur van Schendeldreef 177 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1247015 mennekes,"51.96653,4.56846"
456994,5197017,51.97017,4.56994,Paul Whitemansingel 116 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309122 mennekes,"51.97017,4.56994"
456994,5197017,51.97017,4.56994,Paul Whitemansingel 116 Rotterdam,Rotterdam,Krachtstroom EV-Box EVB-P1309122 mennekes,"51.97017,4.56994"
4569981,51965103,51.965103,4.569981,Ambachtsplein 209 Rotterdam,Rotterdam,Stopcontact Frensch Zevenkamp schuko,"51.965103,4.569981"
4584097052,51985183598,51.9851836,4.584097052,Kretalaan 12 Rotterdam,Rotterdam,Krachtstroom E-laad AL805 mennekes,"51.985183598,4.584097052"
4584209492,51982478511,51.98247851,4.584209492,Menorcalaan 30 Rotterdam,Rotterdam,Krachtstroom E-laad REE209 mennekes,"51.982478511,4.584209492"
,,,,,,,
,,51.9851836,,,,,
